Question,Label
Python Program to Find All Nodes Reachable from a Node using BFS in a Graph,1
 Find the 2nd smallest element in the array,1
Python Program to Search for an Element in the Linked List using Recursion,1
Python Program to Add Corresponding Positioned Elements of 2 Linked Lists,1
Python Program to Append the Contents of One File to Another File,1
"
Please write a program which accepts a string from console and print the characters that have even indexes.
",1
Print odd numbers in given range using recursion,1
Bubble Sort Program in Python | Java | C | C++,1
Write a program that accepts sequence of lines as input and prints the lines after making all characters in the sentence capitalized.,1
Python Program to Implement Cocktail Shaker Sort,1
Program to find addition of two matrices ,1
Find mean and median of unsorted array,1
Python Program that Displays which Letters are in the First String but not in the Second,1
Python Program to Implement Binary Search with Recursion,1
Python Program to Detect the Cycle in a Linked List,1
"
Please write a program to compress and decompress the string ""hello world!hello world!hello world!hello world!"".


:",1
Python Program to Interchange two Elements of the List without touching the Key Field,1
Write a program to print the pattern,1
Print Strong numbers in a given range(1 to n),1
Program to convert Hexadecimal To Octal,1
Count the number of odd and even digits,1
Python Program to Solve Interval Scheduling Problem using Greedy Algorithm,1
Python Program to Print all the Prime Numbers within a Given Range,1
Find the maximum element in the matrix,1
Find the index of an element in an array,1
 Program to print the Half Pyramid Number Pattern,1
Program to check whether a matrix is symmetric or not,1
Python Program to Implement Quicksort,1
Python Program to Count the Frequency of Words Appearing in a String Using a Dictionary,1
Program to Find the sum of a lower triangular matrix,1
Program to check whether the given number is even or odd,1
Python Program to Create a Class which Performs Basic Calculator Operations,1
 Program to Print Cross Sign (╳ ) Star Pattern,1
Find out all Spy numbers present within a given range,1
Python Program to Implement Bubble Sort ,1
Python Program to Construct a Binary Search Tree and perform deletion and inorder traversal,1
Program to print a to z in c using ascii value,1
Python Program to Implement Tower of Hanoi,1
Division Two Numbers Operator without using Division(/) operator,1
Python Program to Convert a given Singly Linked List to a Circular List,1
Python Program to Find the Sum of Digits in a Number,1
Python Program that Reads a Text File and Counts the Number of Times a Certain Letter Appears in the Text File,1
Write a program to calculate Amicable pairs,1
Python Program to Display all the Nodes in a Linked List using Recursion,1
Sort the elements of an array in ascending order,1
Print array in reverse order using recursion,1
 Read a String with spaces,1
Python Program to Create a Mirror Copy of a Tree and Display using BFS Traversal,1
Program to Find sum of N Natural Numbers,1
"
Please write a binary search function which searches an item in a sorted list. The function should return the index of element to be searched in the list.

:",1
Write a program to swap three numbers ,1
Python Program to Check if a Number is a Prime Number,1
 Program to Print Cross Sign (╳ ) Number Pattern,1
Python Program to Implement Stack Using Two Queues,1
Python Program to Print Middle most Node of a Linked List,1
"
By using list comprehension, please write a program to print the list after removing the value 24 in [12,24,35,24,88,120,155].
:",1
Python Program to Print the Alternate Nodes in a Linked List without using Recursion,1
"Define a class named Circle which can be constructed by a radius. The Circle class has a method which can compute the area. 
:",1
Count number of the words in a String,1
Write a program to print the alphabet pattern,1
Convert decimal to binary using recursion,1
Python Program to Calculate the Length of a String Without Using a Library Function,1
Program to Calculate the surface area and volume of a Cylinder,1
Program to Find nth Sunny Number,1
Program to find the sum of series 1+2+3..+N,1
Python Program to Find the Intersection of Two Lists,1
Program to swap two numbers using third variable,1
Print Abundant numbers in a given range(1 to n),1
Segregate 0s and 1s in an array,1
Write a program to print the alphabet pattern,1
Python Program to Take in the Marks of 5 Subjects and Display the Grade,1
Python Program to Create a Class in which One Method Accepts a String from the User and Another Prints it,1
Python Program to Implement Binary Insertion Sort,1
Print array elements using recursion,1
Python Program to Find Element Occurring Odd Number of Times in a List,1
Binary search Program using recursion ,1
Python Program to find the factorial of a number without recursion,1
Program to Check whether two strings are same or not,1
Program to Find subtraction of two matrices,1
Python Program to Flatten a Nested List using Recursion,1
Python Program to Implement Breadth-First Search on a Graph,1
Python Program to Print a Topological Sorting of a Directed Acyclic Graph using DFS,1
Find the maximum occurring character in given string,1
Python Program to Find if Undirected Graph contains Cycle using BFS,1
Insert an element into an array at a specified position,1
Find the square of a number accept from user,1
Separate positive and negative numbers in an array,1
Count repeated characters in a string,1
Python Program to Find the first Common Element between the 2 given Linked Lists,1
Python Program to Find All Connected Components using BFS in an Undirected Graph,1
Program to find the sum of series 1^1+2^2+3^3...+N^N,1
Program to Find square of a matrix ,1
Python Program to Count Number of Lowercase Characters in a String,1
Capitalize the first and last letter of every word in a string,1
"
By using list comprehension, please write a program generate a 3*5*8 3D array whose each element is 0.
:",1
Find the largest digit in a number,1
Find the 2nd largest element in the array,1
Print all the Even numbers from 1 to n,1
Python Program to Implement Queue,1
Find the sum of all diagonal elements of a matrix,1
Program to Find subtraction of two matrices,1
"Define a function that can convert a integer into a string and print it in console.
:",1
Program to compute the area of Trapezoid,1
Find GCD of two numbers using recursion,1
Python Program to Implement Depth First Search Traversal using Post Order,1
Program to find the sum of series 1^1+2^2+3^3...+N^N,1
Print the average marks obtained by a student in five tests,1
Python Program to Find All Nodes Reachable from a Node using DFS in a Graph,1
